record_id,bundle_id,case_id,abm,llm,evidence,prompt,role,insights,example,summarizer,repetition,reference_family,summary_output_path,BLEU,METEOR,R-1,R-2,R-L,Reading ease
02_fauna_none_table_rep1__bart__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bart.txt,0.018769,0.136311,0.331579,0.063269,0.150877,9.805321
02_fauna_none_table_rep1__bert__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/bert.txt,0.016646,0.280310,0.399819,0.069715,0.148349,-1.205506
02_fauna_none_table_rep1__longformer_ext__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/longformer_ext.txt,0.005928,0.103432,0.244866,0.020570,0.096367,23.779147
02_fauna_none_table_rep1__none__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/none.txt,0.010176,0.235700,0.192179,0.052491,0.090241,17.069447
02_fauna_none_table_rep1__t5__modeler,02_fauna_none_table_rep1,02_fauna_none_table_rep1,fauna,moonshotai/kimi-k2.5,table,none,False,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.017827,0.148498,0.357877,0.049743,0.154110,14.367826
02_milk_consumption_none_table_rep1__bart__modeler,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,False,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/bart.txt,0.032764,0.160647,0.390496,0.105590,0.177686,14.958512
02_milk_consumption_none_table_rep1__bert__modeler,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,False,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/bert.txt,0.035349,0.286481,0.423826,0.125000,0.160367,-4.042394
02_milk_consumption_none_table_rep1__longformer_ext__modeler,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,False,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/longformer_ext.txt,0.048492,0.187144,0.399240,0.104762,0.174905,6.973336
02_milk_consumption_none_table_rep1__none__modeler,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,False,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/none.txt,0.018968,0.268342,0.246147,0.109050,0.128211,21.954657
02_milk_consumption_none_table_rep1__t5__modeler,02_milk_consumption_none_table_rep1,02_milk_consumption_none_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,none,False,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/t5.txt,0.008450,0.140078,0.329386,0.084142,0.150700,8.282263
03_fauna_none_plot_plus_table_rep1__bart__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.021936,0.147920,0.357271,0.075540,0.152603,13.593698
03_fauna_none_plot_plus_table_rep1__bert__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.027767,0.293890,0.450570,0.089439,0.159696,6.698876
03_fauna_none_plot_plus_table_rep1__longformer_ext__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.018873,0.152866,0.322339,0.060060,0.152924,19.463437
03_fauna_none_plot_plus_table_rep1__none__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.014450,0.252475,0.213888,0.067492,0.098331,27.901869
03_fauna_none_plot_plus_table_rep1__t5__modeler,03_fauna_none_plot_plus_table_rep1,03_fauna_none_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,none,False,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.011389,0.135043,0.344828,0.049091,0.156080,35.429825
03_milk_consumption_none_plot_plus_table_rep1__bart__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bart.txt,0.052447,0.200668,0.467112,0.129895,0.202097,25.706744
03_milk_consumption_none_plot_plus_table_rep1__bert__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,False,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bert.txt,0.029284,0.275690,0.414659,0.129648,0.148594,6.205249
03_milk_consumption_none_plot_plus_table_rep1__longformer_ext__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,False,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.049287,0.207167,0.403780,0.110155,0.173540,24.076772
03_milk_consumption_none_plot_plus_table_rep1__none__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,False,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/none.txt,0.021370,0.252132,0.213596,0.107805,0.117806,28.035335
03_milk_consumption_none_plot_plus_table_rep1__t5__modeler,03_milk_consumption_none_plot_plus_table_rep1,03_milk_consumption_none_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,none,False,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/t5.txt,0.030681,0.161919,0.398305,0.121019,0.169492,31.131225
04_fauna_role_plot_rep1__bart__modeler,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.024321,0.156888,0.381720,0.082585,0.175627,11.482778
04_fauna_role_plot_rep1__bert__modeler,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.011974,0.279845,0.435688,0.087035,0.158514,0.832293
04_fauna_role_plot_rep1__longformer_ext__modeler,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.013485,0.175967,0.415397,0.072289,0.178027,14.476476
04_fauna_role_plot_rep1__none__modeler,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.012820,0.254276,0.208955,0.071938,0.094980,10.689378
04_fauna_role_plot_rep1__t5__modeler,04_fauna_role_plot_rep1,04_fauna_role_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,role,True,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.004156,0.113699,0.314033,0.037365,0.129539,17.809810
04_milk_consumption_role_plot_rep1__bart__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,True,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bart.txt,0.024824,0.169669,0.392405,0.103594,0.181435,26.285129
04_milk_consumption_role_plot_rep1__bert__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,True,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bert.txt,0.019948,0.263845,0.437828,0.116891,0.155283,1.838760
04_milk_consumption_role_plot_rep1__longformer_ext__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,True,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/longformer_ext.txt,0.021698,0.171066,0.386322,0.087037,0.162662,28.465835
04_milk_consumption_role_plot_rep1__none__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,True,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/none.txt,0.020419,0.261273,0.258095,0.122582,0.122059,26.447216
04_milk_consumption_role_plot_rep1__t5__modeler,04_milk_consumption_role_plot_rep1,04_milk_consumption_role_plot_rep1,milk_consumption,moonshotai/kimi-k2.5,plot,role,True,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/t5.txt,0.008832,0.135642,0.327030,0.075808,0.146830,32.625019
05_fauna_role_table_rep1__bart__modeler,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,True,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.012143,0.161073,0.378776,0.052330,0.153469,7.237159
05_fauna_role_table_rep1__bert__modeler,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,True,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.010122,0.271378,0.379832,0.065601,0.147059,-0.293034
05_fauna_role_table_rep1__longformer_ext__modeler,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,True,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.014163,0.193957,0.409964,0.064148,0.162278,25.440394
05_fauna_role_table_rep1__none__modeler,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,True,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.005863,0.232196,0.187628,0.050701,0.088462,13.249635
05_fauna_role_table_rep1__t5__modeler,05_fauna_role_table_rep1,05_fauna_role_table_rep1,fauna,moonshotai/kimi-k2.5,table,role,True,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.008190,0.130273,0.339363,0.037964,0.137812,13.847575
05_milk_consumption_role_table_rep1__bart__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,True,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bart.txt,0.019576,0.169403,0.413617,0.112532,0.163404,17.887532
05_milk_consumption_role_table_rep1__bert__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,True,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bert.txt,0.008361,0.255397,0.362468,0.090051,0.126821,0.868906
05_milk_consumption_role_table_rep1__longformer_ext__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,True,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/longformer_ext.txt,0.026063,0.182110,0.410887,0.100264,0.163301,14.982906
05_milk_consumption_role_table_rep1__none__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,True,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/none.txt,0.007843,0.204931,0.169366,0.072520,0.084837,17.348154
05_milk_consumption_role_table_rep1__t5__modeler,05_milk_consumption_role_table_rep1,05_milk_consumption_role_table_rep1,milk_consumption,moonshotai/kimi-k2.5,table,role,True,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/t5.txt,0.014235,0.158607,0.368075,0.054563,0.137089,14.743660
06_fauna_role_plot_plus_table_rep1__bart__modeler,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,role,True,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.026697,0.199129,0.451822,0.092457,0.181377,33.191625
06_fauna_role_plot_plus_table_rep1__bert__modeler,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,role,True,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.009866,0.280086,0.394355,0.074782,0.148609,10.574225
06_fauna_role_plot_plus_table_rep1__longformer_ext__modeler,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,role,True,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.018502,0.151016,0.362480,0.071656,0.166932,23.037206
06_fauna_role_plot_plus_table_rep1__none__modeler,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,role,True,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.007881,0.237510,0.187358,0.059742,0.087919,19.480334
06_fauna_role_plot_plus_table_rep1__t5__modeler,06_fauna_role_plot_plus_table_rep1,06_fauna_role_plot_plus_table_rep1,fauna,moonshotai/kimi-k2.5,plot+table,role,True,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.010391,0.147759,0.356890,0.056637,0.146643,30.405826
06_milk_consumption_role_plot_plus_table_rep1__bart__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,role,True,False,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bart.txt,0.032568,0.176423,0.410399,0.115349,0.172702,32.478311
06_milk_consumption_role_plot_plus_table_rep1__bert__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,role,True,False,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bert.txt,0.013289,0.257536,0.400392,0.112690,0.140969,8.411433
06_milk_consumption_role_plot_plus_table_rep1__longformer_ext__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,role,True,False,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.024136,0.200087,0.436515,0.098088,0.177593,32.667325
06_milk_consumption_role_plot_plus_table_rep1__none__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,role,True,False,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/none.txt,0.017201,0.228940,0.197732,0.094647,0.097803,27.862186
06_milk_consumption_role_plot_plus_table_rep1__t5__modeler,06_milk_consumption_role_plot_plus_table_rep1,06_milk_consumption_role_plot_plus_table_rep1,milk_consumption,moonshotai/kimi-k2.5,plot+table,role,True,False,False,t5,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/t5.txt,0.016622,0.178409,0.385932,0.080000,0.152091,38.312988
07_fauna_insights_plot_rep1__bart__modeler,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,insights,False,True,False,bart,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/bart.txt,0.009666,0.152778,0.372011,0.060337,0.152347,16.661918
07_fauna_insights_plot_rep1__bert__modeler,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,insights,False,True,False,bert,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/bert.txt,0.017026,0.278708,0.423768,0.075611,0.149240,-3.509089
07_fauna_insights_plot_rep1__longformer_ext__modeler,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,insights,False,True,False,longformer_ext,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/longformer_ext.txt,0.013890,0.122968,0.307054,0.039900,0.121162,-3.529899
07_fauna_insights_plot_rep1__none__modeler,07_fauna_insights_plot_rep1,07_fauna_insights_plot_rep1,fauna,moonshotai/kimi-k2.5,plot,insights,False,True,False,none,1,modeler,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/none.txt,0.013679,0.237019,0.198893,0.064148,0.088867,13.612662
