case_id,abm,request_kind,plot_index,model_id,provider,model,evidence_mode,summarization_mode,text_source_mode,prompt_variant,enabled_style_features,summarizers,repetition,prompt_path,prompt_signature,image_path,table_csv_path,status,error_code,error
fauna::mistral_medium_debug::plot::none::none::rep1,fauna,trend,13,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_13.txt,7140414a2913edba6712629245602131d885258d546d08cfcc5335953610bfac,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_13.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep1,fauna,trend,14,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_14.txt,4666c5fc0913db937d9778e6ddad430867aa3a146d44b259f94ab860255e6cdc,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_14.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,context,,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/context/none.txt,ad812f18f2f6a7af4e31e7af770848333d39d68a8c502ad55f2ad366c1a831a9,,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,1,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_1.txt,e7c37242e3b074088efc33bea83a7e709aa49cfcf020cb5468021640f32fb122,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_1.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,2,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_2.txt,7d49458eb3a1dabf4baf43cfebef30fb0be6cc850889f91c2784443763f4ec39,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_2.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,3,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_3.txt,d40bafcbf4722040fcf0f0d59675320de47aaf6cc82467102466cd7f353a8bca,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_3.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,4,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_4.txt,095a7eac7555739913d3758c57074d38d1a50c32caa52f3c8f3ec889586fb24f,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_4.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,5,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_5.txt,0cebcb950345bccb9efff5d7e9749037448a42ccc723c99f930998a255db1033,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_5.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,6,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_6.txt,bb3d390165dc18ef1361cdefbc23f4dccb61a1fa37523543ed74b3641741f3b0,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_6.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,7,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_7.txt,a17ef3fad9a98860918c326246acec934f69766dcf10b0615f5daf45d6df936e,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_7.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,8,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_8.txt,2abac8460a50df21ecf921e047a5433105a48e4161ef90d351c13a99d9944446,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_8.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,9,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_9.txt,b50befb30b3428e203d5869b3d4e63dae2484e0a432ccc2194060c26a29e3d57,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_9.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,10,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_10.txt,00aa1cb7b7778cde772c7e315db860536a31e700f798868bc99a945d71839046,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_10.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,11,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_11.txt,8633207330b47ddaf00267beef0f0211ef3fbd1b4104883d8a1d59c23b9fb7ea,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_11.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,12,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_12.txt,5a4a07027bd88cf0261f77ba72bc938e3a893bd2e3aefd53020a54ab3cba2212,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_12.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,13,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_13.txt,7140414a2913edba6712629245602131d885258d546d08cfcc5335953610bfac,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_13.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep2,fauna,trend,14,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,2,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_14.txt,4666c5fc0913db937d9778e6ddad430867aa3a146d44b259f94ab860255e6cdc,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_14.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,context,,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/context/none.txt,ad812f18f2f6a7af4e31e7af770848333d39d68a8c502ad55f2ad366c1a831a9,,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,1,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_1.txt,e7c37242e3b074088efc33bea83a7e709aa49cfcf020cb5468021640f32fb122,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_1.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,2,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_2.txt,7d49458eb3a1dabf4baf43cfebef30fb0be6cc850889f91c2784443763f4ec39,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_2.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,3,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_3.txt,d40bafcbf4722040fcf0f0d59675320de47aaf6cc82467102466cd7f353a8bca,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_3.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,4,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_4.txt,095a7eac7555739913d3758c57074d38d1a50c32caa52f3c8f3ec889586fb24f,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_4.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,5,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_5.txt,0cebcb950345bccb9efff5d7e9749037448a42ccc723c99f930998a255db1033,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_5.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,6,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_6.txt,bb3d390165dc18ef1361cdefbc23f4dccb61a1fa37523543ed74b3641741f3b0,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_6.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,7,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_7.txt,a17ef3fad9a98860918c326246acec934f69766dcf10b0615f5daf45d6df936e,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_7.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,8,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_8.txt,2abac8460a50df21ecf921e047a5433105a48e4161ef90d351c13a99d9944446,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_8.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,9,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_9.txt,b50befb30b3428e203d5869b3d4e63dae2484e0a432ccc2194060c26a29e3d57,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_9.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,10,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_10.txt,00aa1cb7b7778cde772c7e315db860536a31e700f798868bc99a945d71839046,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_10.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,11,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_11.txt,8633207330b47ddaf00267beef0f0211ef3fbd1b4104883d8a1d59c23b9fb7ea,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_11.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,12,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_12.txt,5a4a07027bd88cf0261f77ba72bc938e3a893bd2e3aefd53020a54ab3cba2212,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_12.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,13,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_13.txt,7140414a2913edba6712629245602131d885258d546d08cfcc5335953610bfac,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_13.png,,ok,,
fauna::mistral_medium_debug::plot::none::none::rep3,fauna,trend,14,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,none,,,3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/none/plot_14.txt,4666c5fc0913db937d9778e6ddad430867aa3a146d44b259f94ab860255e6cdc,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_14.png,,ok,,
fauna::mistral_medium_debug::plot::none::role::rep1,fauna,context,,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,role,role,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/context/role.txt,d53d59d0bea0025131d6a8d27fc71edc932f1b18a4e8f30aeaf2301fe718c52f,,,ok,,
fauna::mistral_medium_debug::plot::none::role::rep1,fauna,trend,1,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,role,role,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/role/plot_1.txt,0bfba34c65b8af13bb278929bf79fac9f1e6442b14b8972916231249fb43896d,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_1.png,,ok,,
fauna::mistral_medium_debug::plot::none::role::rep1,fauna,trend,2,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,role,role,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/role/plot_2.txt,256de10c6beb2cdcccabc441a6b74ddec596dddd77b3dc3767ec10c2775f4ddd,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_2.png,,ok,,
fauna::mistral_medium_debug::plot::none::role::rep1,fauna,trend,3,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,role,role,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/role/plot_3.txt,22f6c02bd4431d52caf1c03c3e8ff8fafeede28545dba604e22880f702968a07,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_3.png,,ok,,
fauna::mistral_medium_debug::plot::none::role::rep1,fauna,trend,4,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,role,role,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/role/plot_4.txt,8d7292a407d7e5c75b79d3f40347da640abf02478d6a073447650e6598db78ad,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_4.png,,ok,,
fauna::mistral_medium_debug::plot::none::role::rep1,fauna,trend,5,mistral_medium_debug,mistral,mistral-medium-latest,plot,none,full_text_only,role,role,,1,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/03_prompts/trend/plot/role/plot_5.txt,0d998972ea2873159aa241340ae740cf853badccec30af6e578b86d8cb3c1cc3,results/mistral-medium-latest_all_abms_chain/03_doe_smoke_latest/runs/run_20260311_035552_828910/10_shared/fauna/02_evidence/plots/plot_5.png,,ok,,
