Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.000028,0.047154,0.143046,0.041750,0.079470,29.058750
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.014934,0.141962,0.351643,0.089403,0.134560,16.653333
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.000007,0.034984,0.115012,0.020743,0.064861,44.901403
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,Yes,No,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.000824,0.068238,0.197917,0.043532,0.091912,38.472201
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.038291,0.258005,0.536350,0.157540,0.241754,42.232965
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.000002,0.039538,0.115528,0.040802,0.067958,16.973267
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.008207,0.126894,0.332122,0.091748,0.135868,22.119945
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.000000,0.032108,0.112283,0.028601,0.064648,46.358471
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,Yes,No,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.000288,0.059384,0.182109,0.044118,0.086262,37.092452
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/none.txt,0.059969,0.250411,0.581126,0.214720,0.275849,31.224839
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/bart.txt,0.000000,0.030995,0.099413,0.037997,0.064204,25.339375
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/bert.txt,0.007860,0.102171,0.298428,0.124072,0.161376,22.549474
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/t5.txt,0.000000,0.028730,0.092478,0.033840,0.060041,21.361627
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,No,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/07_fauna_insights_plot_rep1/02_summaries/longformer_ext.txt,0.000336,0.068976,0.204509,0.055926,0.102255,20.649877
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/none.txt,0.042263,0.262208,0.497370,0.171583,0.224135,31.732938
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/bart.txt,0.000020,0.040853,0.123416,0.030708,0.064710,22.203114
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/bert.txt,0.015526,0.127302,0.333696,0.111474,0.161957,13.937084
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/t5.txt,0.000001,0.027565,0.091655,0.018480,0.054036,31.381538
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,No,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/08_fauna_insights_table_rep1/02_summaries/longformer_ext.txt,0.000435,0.058319,0.181984,0.028624,0.076080,26.071629
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/none.txt,0.055840,0.260420,0.563788,0.195802,0.253668,32.952598
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.000004,0.036379,0.117527,0.036030,0.074728,28.547430
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.007632,0.102779,0.291873,0.105509,0.152636,19.940166
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.000001,0.033027,0.110694,0.041709,0.069696,30.600205
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,No,No,Yes,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.000419,0.063684,0.188485,0.058577,0.091348,21.397648
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/none.txt,0.064646,0.284419,0.613021,0.232345,0.267374,29.527717
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/bart.txt,0.000011,0.041809,0.140457,0.047747,0.079973,25.560569
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/bert.txt,0.010211,0.107082,0.314724,0.119826,0.155048,17.314848
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/t5.txt,0.000000,0.034937,0.102688,0.037241,0.064783,31.434889
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/10_fauna_example_plot_rep1/02_summaries/longformer_ext.txt,0.000277,0.059134,0.181410,0.053881,0.091026,4.120691
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/none.txt,0.034859,0.278058,0.546243,0.184067,0.226076,32.682336
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/bart.txt,0.000022,0.044458,0.144337,0.045470,0.079519,18.677448
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/bert.txt,0.011056,0.136794,0.368321,0.127544,0.170328,15.747365
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/t5.txt,0.000004,0.036615,0.117607,0.033142,0.068266,18.393406
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/11_fauna_example_table_rep1/02_summaries/longformer_ext.txt,0.001553,0.086186,0.248642,0.065217,0.111044,29.444515
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/none.txt,0.054911,0.281636,0.580645,0.202588,0.256339,33.700942
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bart.txt,0.000017,0.043103,0.144627,0.047571,0.079009,26.173663
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/bert.txt,0.013295,0.124986,0.355099,0.121212,0.167824,18.079783
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/t5.txt,0.000003,0.039779,0.124577,0.039973,0.072444,42.652060
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,No,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/12_fauna_example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.000276,0.064054,0.181294,0.050000,0.098655,34.327427
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/none.txt,0.060546,0.289539,0.629489,0.201727,0.268301,35.360567
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/bart.txt,0.000057,0.048992,0.160346,0.059254,0.089820,30.261295
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/bert.txt,0.012716,0.143162,0.384275,0.110803,0.156700,12.719389
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/t5.txt,0.000000,0.032110,0.106207,0.035197,0.064138,32.152184
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/13_fauna_role+example_plot_rep1/02_summaries/longformer_ext.txt,0.000027,0.048300,0.191062,0.050551,0.077073,16.670882
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/none.txt,0.031197,0.272475,0.505282,0.144367,0.212766,31.584237
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/bart.txt,0.000057,0.048988,0.151255,0.045605,0.084544,29.489799
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/bert.txt,0.011552,0.156385,0.381422,0.098131,0.139595,12.775000
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/t5.txt,0.000015,0.042668,0.130623,0.030677,0.065978,31.541078
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/14_fauna_role+example_table_rep1/02_summaries/longformer_ext.txt,0.002188,0.090813,0.261337,0.059701,0.113962,16.581456
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/none.txt,0.049469,0.273523,0.584095,0.177394,0.249784,34.293252
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bart.txt,0.000003,0.038233,0.118367,0.044929,0.071429,27.627641
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/bert.txt,0.011863,0.137867,0.364447,0.109841,0.144330,13.262634
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/t5.txt,0.000003,0.039135,0.125170,0.038121,0.072109,33.710810
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,Yes,Yes,No,plot+table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/15_fauna_role+example_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.000352,0.062954,0.196429,0.047224,0.094388,16.272705
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/none.txt,0.066621,0.265257,0.602515,0.201677,0.284299,37.297417
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bart.txt,0.000003,0.037715,0.110242,0.032005,0.067370,27.959595
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/bert.txt,0.009213,0.129881,0.354606,0.119041,0.161132,20.572202
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/t5.txt,0.000001,0.038824,0.114895,0.042685,0.073615,43.585909
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,Yes,No,Yes,plot,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/16_fauna_role+insights_plot_rep1/02_summaries/longformer_ext.txt,0.000052,0.050187,0.151625,0.031527,0.078110,10.872149
fauna,gpt5.2_long,none,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/none.txt,0.035330,0.261424,0.466324,0.127605,0.201769,31.828394
fauna,gpt5.2_long,bart,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/bart.txt,0.000142,0.055412,0.176585,0.047896,0.095731,26.205215
fauna,gpt5.2_long,bert,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/bert.txt,0.018132,0.160185,0.385867,0.094100,0.143366,14.962191
fauna,gpt5.2_long,t5,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/t5.txt,0.000004,0.033423,0.106361,0.020882,0.055873,34.162806
fauna,gpt5.2_long,longformer_ext,qwen/qwen3.5-27b,Yes,No,Yes,table,1,results/qwen3.5-27b_openrouter_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260312_153523_845549/bundles/17_fauna_role+insights_table_rep1/02_summaries/longformer_ext.txt,0.000917,0.071275,0.219312,0.049985,0.099909,35.700131
